Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,M4.3 GENERAL PEDIATRICS,J18.0.B,M4.3.2,Medical Management of Acute Broncho Lobar pneumonia With Pyo Pneumothorax in Paediatric patient(J18.1/J86/J93),"Rapid AFB Culture, Chest X-Ray PA View(1 Film), Blood Culture & Sensitivity - Automated, LFT(liver function tests), C-Reactive Protein",Chest X-Ray PA View(1 Film),Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,N39.0.B,M4.3.3.2,Medical Management of Urinary Tract Infection With Complications Like Pyelonephritis And Renal Failure in Paediatric patient(N13.617.9),"Micturating Cystourethrogram (MCUG), Urine Culture & Sensitivity, Anti-Streptolysin O (ASO) Titres &USG Abdomen, CT scan Lower Abdomen Without Contrast, CT Scan Abdomen With Contrast, Complete Blood Picture [CBP], Blood Culture & Sensitivity - Automated, Renal Profile",Urine Culture & Sensitivity,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,Q24.9.A,M4.4.1,Medical Management of Congenital Heart Disease With Congestive Cardiac Failure in Paediatric patients,"ECG (Electro Cardiogram), ECHO Cardiogram, Bile Culture & Sensitivity, Chest X-Ray PA View(1 Film)","ECG (Electro Cardiogram), ECHO Cardiogram, Bile Culture & Sensitivity, Chest X-Ray PA View(1 Film)",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,I50.9.D,M4.4.2,Medical Management of Acquired Heart Disease With Congestive Cardiac Failure,"ECG (Electro Cardiogram), ECHO Cardiogram, Blood Culture & Sensitivity, Chest X-Ray PA View(1 Film), CUE (pH , Specific Gravity , Sugar , Protein And Microscopy), Complete Blood Picture [CBP], Serum Electrolytes","ECG (Electro Cardiogram), ECHO Cardiogram, Bile Culture & Sensitivity, Chest X-Ray PA View(1 Film)",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,I41.1,M4.4.3,Medical Management of Viral Myocarditis in Paediatric patient,"ECHO Cardiogram, ECG (Electro Cardiogram), Blood Culture & Sensitivity - Manual,Chest X-Ray PA View(1 Film)","POST OP ECHO Cardiogram, CG (Electro Cardiogram), Chest X-Ray PA View(1 Film)",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,N04.A,M4.5.1,Medical Management of Steroid Resistant Nephrotic Syndrome Complicated Or Resistant in Paediatric patients,"Renal Biopsy, 24 hr Urine Culture & Sensitivity, LFT(liver function tests), Renal Profile, CUE (pH , Specific Gravity , Sugar , Protein And Microscopy), Renal Profile, 24 Hrs Urinary Protein",Renal Profile,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,N17.9.A,M4.5.3,Medical Management of Acute Renal Failure in Paediatric patient,"Arterial Blood Gas Analysis (ABG), Blood - Urea, Serum Creatinine, USG Abdomen, Serum Electrolytes, 24 Hrs Urine Analysis",Case Sheet with treatment details,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,N17.9.D,M4.5.4,Medical Management of Acute Renal Failure With Dialysis in Paediatric patients,"C1, C3 (Complement), Renal Profile, Serum Electrolytes, Collagen Profile",Renal Profile,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,D68.0,M4.6.2,Medical Management of Haemophillia Including Von Willibrands disease in Paediatric patients,"Factor VIII & IX, VWF,Prothrombin Time, Activated Partial Thrombo Plastin Time (APTT), Complete Blood Picture [CBP] , Case sheet with clinical History",Case Sheet with treatment details,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,D64.9.A,M4.6.3,Medical Management of Anemia Of Unknown Cause,"Hemoglobin Electrophoresis,Complete Blood Picture [CBP] ,Renal Profile,Bone Marrow Aspiration,USG Abdomen",Case Sheet with treatment details,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,G00.9,M4.7.1,Medical Management of Pyogenic Meningitis,"Adenosine Deaminase Test (ADA), Cerebrospinal Fluid (CSF) Analysis Cell Count , CT-Scan Brain Plain And Contrast/MRI Brain Without Contrast , CUE (pH , Specific Gravity , Sugar , Protein And Microscopy)",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,A17.A,M4.7.2,Medical Management of Neuro Tuberculosis in Paediatric patient,"Cerebrospinal Fluid (CSF) Analysis Cell Count, Adenosine Deaminase Test (ADA), CT scan Lower Abdomen Without Contrast, Acid-Fast Bacilli (AFB) Staining",Case Sheet with treatment details,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,A17.B,M4.7.3,Medical Management of Neuro Tuberculosis With Ventilation in Paediatric patient,"Arterial Blood Gas Analysis (ABG), Cerebrospinal Fluid (CSF) Analysis Cell Count, Adenosine Deaminase Test (ADA), CT scan Lower Abdomen Without Contrast, Clinical Photograph",Case Sheet with treatment details,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,A01.B,M4.7.4,Medical Management of Enteric Fever Complicated in Paediatric patient,"Blood Culture & Sensitivity - Automated, USG Abdomen, Widal Test, Chest X-Ray PA View(1 Film), LFT(liver function tests), Renal Profile, Temperature Chart",Case Sheet with treatment details,15000
,M4.3 GENERAL PEDIATRICS,B50,M4.7.5,Medical Management of Cerebral Malaria (Falciparum),"Perpheral Smear For Malarial Parasites (MP),Complete Blood Picture [CBP],LFT(liver function tests) , Renal Profile,Parasite F Test and Quantitative Buffy Coat (QBC)","Perpheral Smear For Malarial Parasites (MP) Or Parasite F Test and Quantitative Buffy Coat (QBC), Clinical Photograph",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,G41.9,M4.8.1,Medical Management of Convulsive Disorders/Status Epilepticus (Fits)in Paediatric patient,"EEG (Electroencephalogram) \ Video EEG - ,CT-Scan Brain Plain And Contrast , Cerebrospinal Fluid (CSF) Analysis Cell Count, Random Blood Sugar (RBS) Test, Serum Electrolytes, Serum Magnesium Levels, Serum Calcium Levels, Serum Phosphorus Levels, Arterial Blood Gas Analysis (ABG), MRI Brain With Contrast/ MRI Brain Without Contrast, Clinical Photograph",Clinical Photograph,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,G46,M4.8.2,Medical Management of Stroke Syndrome in Paediatric patient,"ECHO Cardiogram, Angiography, CT-Scan Brain Plain And Contrast , EEG (Electroencephalogram) \ Video EEG - ,Blood Coagulation Analyzer (BCA) Or Coagulation Profile",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,G05,M4.8.3,Medical Management of Encephalitis / Encephalopathy in Paediatric patient,"CT-Scan Brain Plain And Contrast,Cerebrospinal Fluid (CSF) Analysis Cell Count,LFT(liver function tests),Renal Profile,Chest X-Ray PA View(1 Film),Blood Culture & Sensitivity - Manual, Cerebrospinal Fluid (CSF) for Herpes Simplex Virus (HSV),Herpes Zoster By PCR - CSF ,CSF Viral Culture",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.3 GENERAL PEDIATRICS,G61.0,M4.8.4,Medical Management of Guillian-Barre Syndrome,"Arterial Blood Gas Analysis (ABG) - , ENMG (Elektroneuromyography), Cerebrospinal Fluid (CSF) Analysis Cell Count, Nerve conduction study",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.30 Inborn errors of metabolism,-,M4.30A,Inborn errors of metabolism,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.31 Wilson?s disease,-,M4.31A,Wilson?s disease,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.32 Rheumatoid arthritis,-,M4.32A,Rheumatoid arthritis,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.33 Rheumatic fever,-,M4.33A,Rheumatic fever,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.34 Immune haemolytic anemia,-,M4.34A,Immune haemolytic anemia,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.35 Kawasaki Disease,-,M4.35A,Kawasaki Disease,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.36 Trauma,-,M4.36A,Trauma,Clinical notes detailing history / examination findings describing trauma; MLC/ FIR; and Admission notes showing vitals; planned line management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.37 Ketogenic diet initiation in refractory epilepsy,-,M4.37A,Ketogenic diet initiation in refractory epilepsy,Clinical notes detailing history and Admission notes showing vitals and examination findings (incl neurological examination); any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",
,M4.38 Acute Laryngitis,-,M4.38A,Severe Acute Laryngitis requiring hospitalization,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M4.9 Basic neonatal care package: Babies that can be managed by side of mother in postnatal ward without requiring admission in SNCU/NICU: Any newborn needing feeding support Babies requiring closer monitoring or short-term care for conditions like: Birth asphyxia (need for positive pressure ventilation; no HIE) Moderate jaundice requiring phototherapy Large for dates (>97 percentile) Babies Small for gestational age (less than 3rd centile),-,M4.9A,Basic neonatal care package Babies that can be managed by side of mother in postnatal ward without requiring admission in SNCU/NICU ? Any newborn needing feeding support Babies requiring closer monitoring or short-term care for conditions like o Birth asphyxia (need for positive pressure ventilation no HIE) o Moderate jaundice requiring phototherapy Large for dates (>97 percentile) Babies o Small for gestational age (less than 3rd centile),"Detailed clinical notes (incl trigger for hospitalization and examiantion findings), supporting investigations. Admission under neonatologist in NICU (in major locations) and under Pediatrician in smaller locations is a must.","Detailed ICPs (daily Treatment details), detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M5 CARDIOLOGY,I21.9.A,M5.1.1,Medical Management of Acute Mi (Conservative Management Without Angiogram),"Chest X-Ray PA View(1 Film), ECG (Electro Cardiogram) ,Troponin T Or Troponin I (Quantitative),Serum Cpk-Mb Levels, ECHO Cardiogram",Case Sheet with treatment details,30000
,M5 CARDIOLOGY,I21.9.B,M5.1.2,Management Of Acute MI With Angiogram,"Chest X-Ray PA View(1 Film), ECG (Electro Cardiogram) ,Troponin T Or Troponin I (Quantitative),Serum Cpk-Mb Levels, ECHO Cardiogram",Case Sheet with treatment details,40000
,M5 CARDIOLOGY,I21.9.E,M5.1.3,Medical Management of Acute MI With Cardiogenic Shock,"Chest X-Ray PA View(1 Film), ECG (Electro Cardiogram) ,Troponin T Or Troponin I (Quantitative),Serum Cpk-Mb Levels, 2D ECHO With Colour Doppler, Case sheet with clinical History",Case Sheet with treatment details,50000
,M5 CARDIOLOGY,I21.9.F,M5.1.4,Medical Management of Acute MI Requiring IABP Pump,"Chest X-Ray PA View(1 Film), ECG (Electro Cardiogram) ,Troponin T Or Troponin I (Quantitative),Serum Cpk-Mb Levels, 2D ECHO With Colour Doppler, Case sheet with clinical History, IABP Photograph","Case Sheet with treatment details, Clinical Photograph, IABP Photograph",75000
,M5 CARDIOLOGY,I50.9.B,M5.1.5,Medical Management of Refractory Cardiac Failure,"ECG (Electro Cardiogram), 2D ECHO With Colour Doppler, BNP(Brain Natriuretic Peptide)",Case Sheet with treatment details,50000
,M5 CARDIOLOGY,I33.0,M5.2,Medical Management of Infective Endocarditis,"ECHO Cardiogram, Blood Culture & Sensitivity - Manual, ECG (Electro Cardiogram), Procedure CD","ECHO Cardiogram, ECG (Electro Cardiogram), Procedure CD",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M5 CARDIOLOGY,I26,M5.3,Medical Management of Pulmonary Embolism,"CT Scan Chest With Contrast, Pulmonary Angiogram(CT Angio Chest), 2D ECHO With Colour Doppler, D-Dimer Test","Color Doppler Sonography Single Study, Lung Ventilation & Perfusion Scan/ Pulmonary Angiogram(CT Angio Chest)",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M5 CARDIOLOGY,I49.9.A,M5.4,Medical Management of Complex Arrhythmias,"2D ECHO With Colour Doppler With Tracing, ECG (Electro Cardiogram), Procedure CD","ECHO Cardiogram , ECG (Electro Cardiogram), RF Ablation/Carto Mapping, Webex",150000
,M5 CARDIOLOGY,I49.9.B,M5.5,Ablation Therapy for Simple Arrythmias,"2D ECHO With Colour Doppler With Tracing, ECG (Electro Cardiogram), Procedure CD","RF Ablation/Carto Mapping, Webex",95000
,M5 CARDIOLOGY,I31.3,M5.6,"Medical Management of Pericardial Effusion, Tamponade with¿Aspiration","Chest X-ray PA view, ECHO Cardiogram, Procedure CD","ECHO Cardiogram ECG (Electro Cardiogram), Pericardial Fluid Analysis, T3, T4, TSH - , Adenosine Deaminase Test (ADA) , Procedure CD",20000
,M5.10 Right / Left Heart Catheterization,-,M5.10.1A,Right Heart Catheterization,"Clinical notes with planned line of treatment, ECG, ECHO","Discharge summary, Procedure / Operative Notes, Invoices of catherter and other accesories used.",15000
,M5.10 Right / Left Heart Catheterization,-,M5.10.2A,Left Heart Catheterization,"Clinical notes with planned line of treatment, ECG, ECHO","Discharge summary, Procedure / Operative Notes, Invoices of catherter and other accesories used.",15000
,M5.11 Catheter directed Thrombolysis,-,M5.11.1A,For Deep vein thrombosis (DVT),Clinical notes and doppler establishing presence of DVT,"Post procedure Colour Doppler of affected limb/part, invoice of catheter used, invoice of the thrombolytic drug (tPA) used, Detailed Discharge Summary.",46200
,M5.11 Catheter directed Thrombolysis,-,M5.11.2A,For Mesenteric Thrombosis,Clinical notes and doppler establishing presence of mesentric thrombosis,"Post procedure Colour Doppler of affected limb/part, invoice of catheter used, invoice of the thrombolytic drug (tPA) used, Detailed Discharge Summary.",46200
,M5.11 Catheter directed Thrombolysis,-,M5.11.3A,For Peripheral vessels,Clinical notes and doppler establishing presence of peripheral vessel thrombosis,"Post procedure Colour Doppler of affected limb/part, invoice of catheter used, invoice of the thrombolytic drug (tPA) used, Detailed Discharge Summary.",46200
,M5.12 Percutaneous Transluminal Septal Myocardial Ablation,-,M5.12A,Percutaneous Transluminal Septal Myocardial Ablation,"Clinical notes and ECG, ECHO, CAG stills showing blaocks justifying the procedure","Angiogram report with stills, showing stent & post Stent flow + barcode / Invoice of the stent used",46200
,M5.13 Bronchial artery Embolisation(for Haemoptysis),-,M5.13A,Bronchial artery Embolisation (for Haemoptysis),Clinical notes and Chest X-Ray / HRCT chest with CT Pulmonary Angiogram & other investigations,"Check Angiography of same bronchial artery after the procedure. Detailed discharge summary; Detailed Procedure / Operative Notes, Hb, Serum Creatinine",46200
,M5.14 Peripheral Arterial Thrombosis,-,M5.14A,Peripheral Arterial Thrombosis,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done.,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M5.8 Cardiopulmonary emergency,-,M5.8A,Emergency with stable cardiopulmonary status,"Clinical notes with planned line of treatment, ECG","Clinical notes, discharge summary with planned line of treatment",20000
,M5.9 Cardiopulmonary emergency,-,M5.9A,Emergency with unstable cardiopulmonary status with resuccitation,"Clinical notes with planned line of treatment, ECG","Clinical notes, discharge summary with planned line of treatment",40000
,M6 NEPHROLOGY,N17.A,M6.1,Medical Management of AKI,"Renal Profile, LFT(liver function tests), Complete Blood Picture [CBP], Serum Bicarbonate Levels, ECG (Electro Cardiogram), USG Abdomen, Blood Culture & Sensitivity - Automated, Bile Culture & Sensitivity, CUE (pH , Specific Gravity , Sugar , Protein And Microscopy) , Arterial Blood Gas Analysis (ABG), USG Abdomen",Renal Profile,30000
,M6 NEPHROLOGY,N04.C,M6.2,Medical Management of Nephrotic Syndrome,"Screening for Human Immunodeficiency Virus (HIV) 1 & 2-, Renal Profile, Serum Total Proteins Levels, USG Abdomen, Routine Histopathological Examination, Complete Blood Picture [CBP], Prothrombin Time, Activated Partial Thrombo Plastin Time (APTT), Anti Nuclear Anti Body (ANA) Titres, Anti HCV (Hepatitis C) Antibodies, HBV (Hepatitis B), Deoxyribonucleic Acid (DNA) Quantitative, 24 Hrs Urinary Protein, CUE (pH , Specific Gravity , Sugar , Protein And Microscopy),Spot PR/CR (Protein-Creatinine) Ratio","Renal Profile, Routine Histopathological Examination, Renal Biopsy",50000
,M6 NEPHROLOGY,N17.9.B,M6.3,Medical Management of Rapidly Progressive Renal Failure,"Renal Profile, Serum Total Proteins Levels/Serum Albumin Levels-, USG Abdomen, Anti Nuclear Anti Body (ANA) Indirect Immunofluorescence (IIF)-, ANCA (Anti Neutrophil Cyto Plasmic Anti Body), Complement Levels (C3, C4),Anti-DNA Antibodies","Renal Profile, Renal Biopsy",50000
,M6 NEPHROLOGY,N18.5,M6.4,Medical Management of Chronic Renal Failure 1 (Crf ),"Renal Profile, LFT(liver function tests), Complete Blood Picture [CBP], USG Abdomen,CUE (pH , Specific Gravity , Sugar , Protein And Microscopy)","Renal Profile, LFT(liver function tests), Serum Calcium Levels/ Serum Phosphorus Levels, Serum Uric Acid Levels, P.T.H Assay (Parathyroid Assay)",50000
,M6 NEPHROLOGY,N18.6.A,M6.5,Maintenance Hemodialysis For Crf,"USG Abdomen, HB%, Renal Profile","HB%, Renal Profile",13500
,M6.6 CRRTCVVHDF,-,M6.6A,Initiation cost for disposable,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done.,"Detailed ICPs, Treatment details, detailed discharge summary, eGFR, RFT, All investigations reports.",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M6.7 CRRT,-,M6.7A,CRRT,Clinical notes detailing history and Admission notes showing vitals and examination findings; any investigations done; planned line of management,"Detailed ICPs, Treatment details, detailed discharge summary, All investigations reports.",10000
,M7 NEUROLOGY,G04.0,M7.1,Medical Management of ADEM,"Visual Evoked Potential (VEP) / Brainstem Auditory Evoked Response (BAER),Cerebrospinal Fluid (CSF) Analysis Cell Count, MRI Spine & Brain",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M7 NEUROLOGY,G61.0,M7.10,Medical Management of Guillian-Barre Syndrome,"Arterial Blood Gas Analysis (ABG) - , ENMG (Elektroneuromyography), Cerebrospinal Fluid (CSF) Analysis Cell Count, Nerve conduction study",Case sheet with clinical improvement,90000
,M7 NEUROLOGY,H46,M7.11,Medical Management of Optic Neuritis,"Cerebrospinal Fluid (CSF) Analysis Cell Count, MRI Orbits With Contrast",Case sheet with clinical improvement,10890
,M7 NEUROLOGY,99.14.1,M7.12,Management with Immunoglobulin Therapy - Iv,Case sheet with clinical History,Case Sheet with treatment details,100000
,M7 NEUROLOGY,G61.8,M7.2,Medical Management of Chronic Inflammatory Demyelinating Polyneuropathy(CIDP),"Nerve Biopsy -HPE, Cerebrospinal Fluid (CSF) Analysis Cell Count, ECG (Electro Cardiogram), ENMG (Elektroneuromyography), Nerve conduction study, Protein Electrophoresis,Serum Electrolytes ,Random Blood Sugar (RBS) Test",Case sheet with clinical improvement,30000
,M7 NEUROLOGY,I60,M7.3,Medical Management of Hemorrhagic Stroke/Strokes(I61/I62/I63/I64),"4 Vessel Angiogram, CT-Scan Brain Plain And Contrast, ECG (Electro Cardiogram), MRI Angiography With Contrast , MRI Brain With Contrast, Case sheet with clinical History",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M7 NEUROLOGY,I63,M7.4,Medical Management of Ischemic Strokes,"Colour Doppler Study Of Neck Vessels, CT-Scan Brain Plain And Contrast, ECG (Electro Cardiogram), Lipid Profile, Serum Electrolytes ,MRI Brain With Contrast, Case sheet with clinical History",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M7 NEUROLOGY,G72,M7.5,Medical Management of Acquired Myopathies,"Serum Cpk-Mb Levels, ENMG (Elektroneuromyography)",Muscle Biopsy,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M7 NEUROLOGY,G02.1,M7.6,Medical Management of Neuroinfections -Fungal Meningitis,"Cerebrospinal Fluid (CSF) Serology For Tuberculous Antigens,Serum Immunoglobulines(Each) IgG Or IgA Or Ig, Adenosine Deaminase Test (ADA), Cerebrospinal Fluid (CSF) Analysis Cell Count, CT-Scan Brain Plain And Contrast, CSF For Fungal Culture, MRI Brain Without Contrast",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M7 NEUROLOGY,G00.9,M7.7,Medical Management of Neuroinfections -Pyogenic Meningitis(Bacterial),"Adenosine Deaminase Test (ADA), Cerebrospinal Fluid (CSF) Analysis Cell Count , CT-Scan Brain Plain And Contrast/MRI Brain Without Contrast , CUE (pH , Specific Gravity , Sugar , Protein And Microscopy)",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M7 NEUROLOGY,G05.1,M7.8,Medical Management of Neuroinfections -Viral Meningoencephalitis (Including Herpes Encephalitis),"Adenosine Deaminase Test (ADA), Cerebrospinal Fluid (CSF) Analysis Cell Count, Cerebrospinal Fluid (CSF) for Herpes Simplex Virus (HSV), CT-Scan Brain Plain And Contrast / MRI Brain With Contrast, CSF Viral Culture ,EEG (Electroencephalogram) \ Video EEG",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M7 NEUROLOGY,G70.0,M7.9,Medical Management of Neuromuscular disorders (Myasthenia Gravis),"CT Scan Chest Without Contrast - ,Neostigmine Test (incremental response\decremental response) , Radio Scintography,T3, T4, TSH",Case sheet with clinical improvement,Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M8 PULMONOLOGY,J47,M8.1,Medical Management of Bronchiectasis with Repeated Hospitalisation>6per Year,"HBV (Hepatitis B), Deoxyribonucleic Acid (DNA) Quantitative,Anti HCV (Hepatitis C) Antibodies, CT scan Lower Abdomen Without Contrast/CT Scan Chest With Contrast, Spirometry, Throat Swab For KLB, ECG (Electro Cardiogram), Chest X-Ray PA View(1 Film), Sputum Culture & Sensitivity, Sputum For Acid-Fast Bacilli (AFB) Staining","Case sheet with clinical improvement, Chest X-Ray PA View(1 Film),",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M8 PULMONOLOGY,J85,M8.2,"Medical Management of Lung Abscess ,Non Resolving","CT scan Lower Abdomen Without Contrast, CT Scan Chest With Contrast, HBV (Hepatitis B), Deoxyribonucleic Acid (DNA) Quantitative,Anti HCV (Hepatitis C) Antibodies, Rapid AFB Culture, Chest X-Ray PA View(1 Film), Sputum Culture & Sensitivity, Fluid For Gram Stain","Case sheet with clinical improvement, Clinical Photograph With Tube In Situ",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M8 PULMONOLOGY,J93.9,M8.3,Medical Management of Pneumothorax (Large/Recurrent),"CT scan Lower Abdomen Without Contrast, CT Scan Chest With Contrast, VATS/ (Prothrombin Time), Chest X-Ray PA View(1 Film)","Case sheet with clinical improvement, Clinical Photograph With Tube In Situ",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M8 PULMONOLOGY,J84.9,M8.4,Medical Management of Interstitial Lung Diseases,"ECHO Cardiogram, Bronchoscopy, CT scan Lower Abdomen Without Contrast, CT Scan Chest With Contrast, Spirometry, Collagen Profile (OPTional), Chest X-Ray PA View(1 Film)","Spirometry, Complete Blood Picture [CBP], Erythrocyte Sedimentation Rate (ESR), Chest X-Ray PA View(1 Film), Case sheet with clinical improvement",Routine Ward-2300 HDU-3800 ICU without Ventilator-8800 ICU with Ventilator-10350
,M8 PULMONOLOGY,J64,M8.5,Medical Management of Pneumoconiosis,"ECHO Cardiogram, Bronchoscopy, CT scan Lower Abdomen Without Contrast/CT Scan Chest With Contrast, Spirometry/Collagen Profile, Chest X-Ray PA View(1 Film)","Spirometry, Complete Blood Picture [CBP], Erythrocyte Sedimentation Rate (ESR), Chest X-Ray PA View(1 Film), Case sheet with clinical improvement",35000
,M8 PULMONOLOGY,J96.9.A,M8.6,Medical Management of Acute Respiratory Failure (Without Ventilator),"ECHO Cardiogram, Arterial Blood Gas Analysis (ABG), Bronchoscopy, ECG (Electro Cardiogram), Serum Electrolytes, Sputum Culture & Sensitivity, Chest X-Ray PA View(1 Film)/CT scan Lower Abdomen Without Contrast, Bronchial Washing , ET Suction For Analysis",Case sheet with clinical improvement,ICU without Ventilator-8800
,M8 PULMONOLOGY,J96.9.B,M8.7,Medical Management of Acute Respiratory Failure (With Ventilator),"ECHO Cardiogram, Arterial Blood Gas Analysis (ABG), Bronchoscopy, ECG (Electro Cardiogram), Serum Electrolytes, Sputum Culture & Sensitivity, Chest X-Ray PA View(1 Film)/CT scan Lower Abdomen Without Contrast, Bronchial Washing , ET Suction For Analysis","Case sheet with clinical improvement, ICU Photo on Ventilator",ICU with Ventilator-10350
,M9 DERMATOLOGY,L10,M9.1,Medical management of Pemphigus,"Direct Immunofluorescence, Skin Biopsy, Routine Histopathological Examination, Tzanck Smear","Case sheet with clinical improvement, Clinical Photographs",50000
,M9 DERMATOLOGY,L51.2,M9.2,Medical management of Toxic Epidermal Necrolysis,"Blood Culture & Sensitivity - Automated, ECHO Cardiogram, LFT(liver function tests), Skin Biopsy, Routine Histopathological Examination, Skin Swab For Culture & Sensitivity, USG Abdomen , Urine Culture & Sensitivity , Serum Electrolytes, Chest X-Ray PA View(1 Film), Fundus floroscence, Renal Profile","Clinical Photograph, Case sheet with clinical improvement",60000
